Name,Description,Size,NA0,BS1,BS4,,,SRA Accession,,,,,,,,,,,,,,,
SRR1946576,hot springs metagenome,12665,5,0,0,,,ERS785410,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785410,soil metagenome
SRR1946584,hot springs metagenome,30450,14,0,0,,,SRS3455017,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455017,soil metagenome
SRR1946585,hot springs metagenome,12380,3751,0,0,,,SRS3455001,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455001,soil metagenome
SRR1946586,hot springs metagenome,29272,5052,0,0,,,ERS1222775,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222775,soil metagenome
SRR1946587,hot springs metagenome,10764,62,0,0,,,SRS3455135,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455135,soil metagenome
SRR1946588,hot springs metagenome,28951,1,0,0,,,SRS4414903,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414903,soil metagenome
SRR1946591,hot springs metagenome,30566,35,0,0,,,ERS1222782,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222782,soil metagenome
SRR1946593,hot springs metagenome,31724,2732,0,0,,,ERS785381,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785381,soil metagenome
SRR1946594,hot springs metagenome,14520,688,0,0,,,SRS4347090,activated sludge metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4347090,activated sludge metagenome
SRR2076729,hot springs metagenome,28711,4,0,0,,,SRS2763840,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2763840,soil metagenome
SRR2076730,hot springs metagenome,26210,2,0,0,,,SRS3020361,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3020361,soil metagenome
SRR2076733,hot springs metagenome,18535,936,0,0,,,SRS4189879,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4189879,soil metagenome
SRR2076734,hot springs metagenome,23747,92,0,0,,,ERS1222788,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222788,soil metagenome
SRR2076737,hot springs metagenome,14231,1,0,0,,,ERS1222785,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222785,soil metagenome
SRR3176349,hot springs metagenome,3249645,0,0,0,,,SRS3454880,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454880,soil metagenome
SRR3181942,hot springs metagenome,197899,3,809,0,,,ERS1222784,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222784,soil metagenome
SRR3238100,hot springs metagenome,114473,0,0,0,,,SRS851311,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS851311,soil metagenome
SRR3238103,hot springs metagenome,136720,0,0,0,,,ERS785441,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785441,soil metagenome
SRR3238104,hot springs metagenome,91909,0,0,0,,,SRS3020378,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3020378,soil metagenome
SRR3238116,hot springs metagenome,94311,0,0,0,,,ERS1222786,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222786,soil metagenome
SRR3238118,hot springs metagenome,113441,0,0,0,,,SRS1572626,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572626,peat metagenome
SRR3238119,hot springs metagenome,211422,0,0,0,,,SRS3454881,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454881,soil metagenome
SRR3238124,hot springs metagenome,85439,0,0,0,,,SRS1572649,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572649,peat metagenome
SRR3238128,hot springs metagenome,99256,0,0,0,,,SRS4331280,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4331280,soil metagenome
SRR629166,hot springs metagenome,1513,4,0,0,,,ERS1222780,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222780,soil metagenome
SRR6664284,hot springs metagenome,207085,93,0,0,,,SRS1961879,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1961879,soil metagenome
SRR6664285,hot springs metagenome,229193,21,0,0,,,SRS1565965,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1565965,soil metagenome
SRR6664286,hot springs metagenome,282671,52,0,0,,,SRS1565964,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1565964,soil metagenome
SRR7624323,hot springs metagenome,464474,1,0,0,,,ERS785395,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785395,soil metagenome
SRR8285214,hot springs metagenome,94306,0,4,0,,,SRS958422,hot springs metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS958422,hot springs metagenome
SRR8285217,hot springs metagenome,92473,0,2,0,,,SRS4331282,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4331282,soil metagenome
SRR3176895,hydrocarbon metagenome,4158981,0,13,0,,,ERS785528,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785528,soil metagenome
SRR8284900,marine metagenome,59215,0,1,0,,,SRS4347093,activated sludge metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4347093,activated sludge metagenome
SRR8284925,marine metagenome,100567,0,1,0,,,SRS500620,hot springs metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS500620,hot springs metagenome
SRR396766,marine sediment metagenome,4648,0,0,0,,,ERS1222759,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222759,soil metagenome
SRR6171974,marine sediment metagenome,28647,0,7,0,,,SRS4347112,activated sludge metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4347112,activated sludge metagenome
SRR6171976,marine sediment metagenome,26074,6,0,0,,,ERS1456388,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1456388,soil metagenome
SRR6171994,marine sediment metagenome,13064,0,14,0,,,SRS1572651,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572651,peat metagenome
SRR6171995,marine sediment metagenome,26060,0,1,0,,,SRS3454666,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454666,soil metagenome
SRR6172016,marine sediment metagenome,29506,8,0,0,,,SRS958487,hot springs metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS958487,hot springs metagenome
SRR6172026,marine sediment metagenome,22627,1,0,0,,,SRS1505137,aquatic metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1505137,aquatic metagenome
SRR6172032,marine sediment metagenome,12334,0,1,0,,,SRS3455125,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455125,soil metagenome
SRR6172052,marine sediment metagenome,19352,6,0,0,,,ERS785465,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785465,soil metagenome
SRR6172067,marine sediment metagenome,20219,0,2,0,,,SRS3455117,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455117,soil metagenome
SRR6172083,marine sediment metagenome,27179,0,1,0,,,SRS958468,hot springs metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS958468,hot springs metagenome
SRR6172105,marine sediment metagenome,23391,0,7,0,,,SRS1572630,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572630,peat metagenome
SRR6172151,marine sediment metagenome,24879,8,0,0,,,SRS1328024,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1328024,soil metagenome
SRR6172166,marine sediment metagenome,23877,0,2,0,,,SRS3454667,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454667,soil metagenome
SRR6172175,marine sediment metagenome,19657,0,2,0,,,SRS4347113,activated sludge metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4347113,activated sludge metagenome
SRR6172178,marine sediment metagenome,29346,0,11,0,,,SRS1572633,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572633,peat metagenome
SRR8370416,marine sediment metagenome,748738,8,0,0,,,ERS1222781,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222781,soil metagenome
DRR061157,sediment metagenome,77406,0,1,0,,,ERS1222783,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222783,soil metagenome
DRR061158,sediment metagenome,71904,0,1,0,,,SRS1609417,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1609417,soil metagenome
DRR061171,sediment metagenome,70064,1,0,0,,,ERS785438,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785438,soil metagenome
DRR061175,sediment metagenome,70142,0,1,0,,,SRS1983065,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1983065,soil metagenome
DRR061176,sediment metagenome,70425,1,0,0,,,SRS3454497,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454497,soil metagenome
DRR061177,sediment metagenome,87758,1,0,0,,,SRS3454483,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454483,soil metagenome
DRR061178,sediment metagenome,105243,1,0,0,,,SRS3038028,aquatic metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3038028,aquatic metagenome
DRR061179,sediment metagenome,89150,0,2,0,,,SRS958445,hot springs metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS958445,hot springs metagenome
DRR061190,sediment metagenome,69094,0,1,0,,,SRS3454952,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454952,soil metagenome
SRR088767,sediment metagenome,4245,0,0,0,,,SRS3020377,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3020377,soil metagenome
SRR1794253,sediment metagenome,133782,1,0,0,,,SRS3454605,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454605,soil metagenome
SRR1798319,sediment metagenome,181120,0,1,0,,,SRS4238910,groundwater metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4238910,groundwater metagenome
SRR1798325,sediment metagenome,147079,1,0,0,,,ERS785536,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785536,soil metagenome
SRR1798328,sediment metagenome,82097,1,0,0,,,ERS785447,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785447,soil metagenome
SRR1798331,sediment metagenome,85270,0,2,0,,,SRS3454865,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454865,soil metagenome
SRR1798332,sediment metagenome,19883,0,2,0,,,SRS4414903,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414903,soil metagenome
SRR1798337,sediment metagenome,27155,1,0,0,,,SRS3455119,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455119,soil metagenome
SRR1798338,sediment metagenome,185565,3,0,0,,,SRS3455004,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455004,soil metagenome
SRR1798340,sediment metagenome,113274,1,0,0,,,SRS4414903,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414903,soil metagenome
SRR1798358,sediment metagenome,205663,0,2,0,,,SRS3454866,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454866,soil metagenome
SRR8392574,sediment metagenome,24324,1,0,0,,,SRS3454826,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454826,soil metagenome
SRR8392575,sediment metagenome,21383,2,0,0,,,ERS785413,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785413,soil metagenome
SRR8392578,sediment metagenome,17857,0,1,0,,,SRS3454768,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454768,soil metagenome
SRR8392586,sediment metagenome,12997,0,1,0,,,SRS3454951,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454951,soil metagenome
SRR8392588,sediment metagenome,12453,8,0,0,,,ERS785461,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785461,soil metagenome
SRR8392590,sediment metagenome,19283,3,0,0,,,ERS1222799,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222799,soil metagenome
SRR8392591,sediment metagenome,16653,5,0,0,,,SRS1572620,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572620,peat metagenome
SRR8392593,sediment metagenome,18806,1,0,0,,,SRS4179409,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4179409,marine sediment metagenome
SRR8392599,sediment metagenome,34279,2,0,0,,,SRS2592958,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2592958,marine sediment metagenome
SRR8392603,sediment metagenome,10324,1,0,0,,,SRS3038026,aquatic metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3038026,aquatic metagenome
SRR8392608,sediment metagenome,14424,1,0,0,,,ERS1222797,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1222797,soil metagenome
SRR8392615,sediment metagenome,11618,0,1,0,,,SRS4216707,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4216707,soil metagenome
SRR8392620,sediment metagenome,16205,2,0,0,,,SRS2789954,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2789954,marine sediment metagenome
SRR8392622,sediment metagenome,14534,3,0,0,,,SRS3038114,aquatic metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3038114,aquatic metagenome
SRR8392625,sediment metagenome,15065,2,0,0,,,SRS3454885,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454885,soil metagenome
SRR8392626,sediment metagenome,16967,5,0,0,,,ERS1798479,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1798479,soil metagenome
SRR8392628,sediment metagenome,15072,1,0,0,,,SRS851333,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS851333,soil metagenome
SRR8392629,sediment metagenome,14424,1,0,0,,,SRS3455133,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455133,soil metagenome
SRR8392631,sediment metagenome,15304,1,0,0,,,SRS913801,seawater metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS913801,seawater metagenome
SRR8392632,sediment metagenome,14779,0,2,0,,,SRS3455347,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455347,soil metagenome
SRR8392633,sediment metagenome,16058,1,0,0,,,SRS1572647,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572647,peat metagenome
SRR8392635,sediment metagenome,18673,0,2,0,,,SRS851312,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS851312,soil metagenome
SRR8392653,sediment metagenome,11587,2,0,0,,,SRS3454953,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454953,soil metagenome
SRR8392659,sediment metagenome,14111,1,0,0,,,SRS1572622,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572622,peat metagenome
SRR8392660,sediment metagenome,16871,4,0,0,,,SRS1044272,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3177991,freshwater metagenome,,,,SRS1044272,soil metagenome
SRR8392661,sediment metagenome,18113,0,2,0,,,SRS913785,seawater metagenome,,,,SRS1328024,soil metagenome,,,SRS1180540,sediment metagenome,,,,SRS913785,seawater metagenome
SRR8392662,sediment metagenome,13927,3,0,0,,,SRS1811080,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1180534,soil metagenome,,,,SRS1811080,soil metagenome
SRR8392663,sediment metagenome,13233,2,0,0,,,SRS3454511,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4391948,soil metagenome,,,,SRS3454511,soil metagenome
SRR8392664,sediment metagenome,7393,1,0,0,,,SRS3454489,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3545860,sediment metagenome,,,,SRS3454489,soil metagenome
SRR8392667,sediment metagenome,15032,5,0,0,,,DRS026692,sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS4414920,soil metagenome,,,,DRS026692,sediment metagenome
SRR8392668,sediment metagenome,13496,2,0,0,,,SRS3455268,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS2094434,soil metagenome,,,,SRS3455268,soil metagenome
SRR8392669,sediment metagenome,15702,2,0,0,,,SRS4414922,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1257010,soil metagenome,,,,SRS4414922,soil metagenome
SRR8392670,sediment metagenome,11615,0,2,0,,,SRS3455282,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS942338,soil metagenome,,,,SRS3455282,soil metagenome
SRR8392673,sediment metagenome,14493,6,0,0,,,SRS1609374,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4347064,activated sludge metagenome,,,,SRS1609374,soil metagenome
SRR8392678,sediment metagenome,15692,0,1,0,,,SRS3454769,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS785396,soil metagenome,,,,SRS3454769,soil metagenome
SRR8392686,sediment metagenome,18239,1,0,0,,,SRS3454499,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4347069,activated sludge metagenome,,,,SRS3454499,soil metagenome
SRR8392688,sediment metagenome,20241,4,0,0,,,ERS785520,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4347062,activated sludge metagenome,,,,ERS785520,soil metagenome
SRR8392689,sediment metagenome,20584,4,0,0,,,SRS3454863,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1212616,sediment metagenome,,,,SRS3454863,soil metagenome
SRR8392690,sediment metagenome,15657,0,1,0,,,SRS2417891,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4391967,soil metagenome,,,,SRS2417891,soil metagenome
SRR8392692,sediment metagenome,16183,5,0,0,,,SRS4347340,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4347068,activated sludge metagenome,,,,SRS4347340,soil metagenome
SRR8392693,sediment metagenome,17511,0,2,0,,,SRS3454706,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS1264976,soil metagenome,,,,SRS3454706,soil metagenome
SRR8392695,sediment metagenome,22035,3,0,0,,,SRS3455131,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS1222758,soil metagenome,,,,SRS3455131,soil metagenome
ERR1145441,soil metagenome,344408,3,0,0,,,SRS4414903,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS913783,seawater metagenome,,,,SRS4414903,soil metagenome
ERR1740187,soil metagenome,60551,22,0,0,,,SRS3454772,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS500619,hot springs metagenome,,,,SRS3454772,soil metagenome
ERR1740188,soil metagenome,51536,0,15,0,,,SRS4189875,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS785471,soil metagenome,,,,SRS4189875,soil metagenome
